origin,destination,distance_km,ridership
KG20: Tun Razak Exchange,KG30: Batu 11 Cheras,12.697079251728928,22142
KG20: Tun Razak Exchange,KG31: Bukit Dukung,14.082130733444599,19587
KG20: Tun Razak Exchange,KG33: Sungai Jernih,17.246215135514213,27660
KG20: Tun Razak Exchange,KG34: Stadium Kajang,18.01174554935812,16283
KG20: Tun Razak Exchange,KG35: Kajang,19.382139104762864,69363
KG20: Tun Razak Exchange,KJ10: KLCC,1.9901955293888913,8092
KG20: Tun Razak Exchange,KJ11: Kampung Baru,2.5919336975656604,3363
KG20: Tun Razak Exchange,KJ12: Dang Wangi,2.5861687931456183,1159
KG20: Tun Razak Exchange,KJ13: Masjid Jamek,2.7160076561129634,3077
KG20: Tun Razak Exchange,KJ14: Pasar Seni,2.7585978645530322,54453
KG20: Tun Razak Exchange,KJ15: KL Sentral,3.867760599996544,10155
KG20: Tun Razak Exchange,KJ16: Bank Rakyat Bangsar,4.850891064645755,9561
KG20: Tun Razak Exchange,KJ17: Abdullah Hukum,5.870129930398282,14671
KG20: Tun Razak Exchange,KJ18: Kerinchi,6.461209714848437,4408
KG20: Tun Razak Exchange,KJ19: Universiti,7.19436974235318,13241
KG20: Tun Razak Exchange,KJ20: Taman Jaya,9.344836380788761,3894
KG20: Tun Razak Exchange,KJ21: Asia Jaya,10.086423686810116,4029
KG20: Tun Razak Exchange,KJ22: Taman Paramount,11.55272555662798,5527
KG20: Tun Razak Exchange,KJ23: Taman Bahagia,12.421235311536162,3683
KG20: Tun Razak Exchange,KJ24: Kelana Jaya,13.286295080264562,5335
KG20: Tun Razak Exchange,KJ25: Lembah Subang,14.72714021365044,6678
KG20: Tun Razak Exchange,KJ26: Ara Damansara,15.320985461470345,7585
KG20: Tun Razak Exchange,KJ27: Cgc Glenmarie,15.327937606673212,9341
KG20: Tun Razak Exchange,KJ28: Subang Jaya,16.003760328075412,8336
KG20: Tun Razak Exchange,KJ29: SS 15,16.628199932962364,6908
KG20: Tun Razak Exchange,KJ30: SS 18,17.088582967843035,2371
KG20: Tun Razak Exchange,KJ31: USJ 7,17.216695798081957,3198
KG20: Tun Razak Exchange,KJ32: Taipan,17.83089421095712,3575
KG20: Tun Razak Exchange,KJ33: Wawasan,18.88513947269227,2344
KG20: Tun Razak Exchange,KJ34: USJ 21,19.820369368465684,2317
KG20: Tun Razak Exchange,KJ35: Alam Megah,21.126796510023734,3686
KG20: Tun Razak Exchange,KJ36: Subang Alam,22.096269216591494,832
KG20: Tun Razak Exchange,MR10: Chow Kit,3.6804568979485417,2386
KG20: Tun Razak Exchange,MR11: Titiwangsa,4.347487054297853,4466
KG20: Tun Razak Exchange,SP12: Cheras,3.3787755367873844,8332
KG20: Tun Razak Exchange,SP13: Salak Selatan,4.731965080178021,16553
KG20: Tun Razak Exchange,SP14: Bandar Tun Razak,5.935823581271568,4427
KG20: Tun Razak Exchange,SP15: Bandar Tasik Selatan,7.445330739743747,10903
KG20: Tun Razak Exchange,SP16: Sungai Besi,8.838190033575948,269
KG20: Tun Razak Exchange,SP17: Bukit Jalil,9.86710555472625,13147
KG20: Tun Razak Exchange,SP18: Sri Petaling,9.722666983048256,5324
KG20: Tun Razak Exchange,SP19: Awan Besar,10.48813229561571,13596
KG20: Tun Razak Exchange,SP20: Muhibbah,10.971943155233772,7933
KG20: Tun Razak Exchange,SP21: Alam Sutera,12.04612444296957,7357
KG20: Tun Razak Exchange,SP22: Kinrara,13.242614648194207,12742
KG20: Tun Razak Exchange,SP24: IOI Puchong Jaya,15.208117069292912,6511
KG20: Tun Razak Exchange,SP25: Pusat Bandar Puchong,16.764921107740992,7252
KG20: Tun Razak Exchange,SP26: Taman Perindustrian Puchong,17.80548273263318,2546
KG20: Tun Razak Exchange,SP27: Bandar Puteri,18.331437804496083,3682
KG20: Tun Razak Exchange,SP28: Puchong Perdana,19.674110509236556,3229
KG20: Tun Razak Exchange,SP29: Puchong Prima,20.960444907877115,7360
KG20: Tun Razak Exchange,SP31: Putra Heights,22.866299155981054,7199
KG21: Cochrane,AG10: Pudu,1.2429512251267376,3787
KG21: Cochrane,AG11: Chan Sow Lin,0.968173834727959,1239
KG21: Cochrane,AG12: Miharja,1.4321749206220762,3421
KG21: Cochrane,AG13: Maluri,1.1641421992157421,6415
KG21: Cochrane,AG14: Pandan Jaya,1.8189520267658335,11206
KG21: Cochrane,AG15: Pandan Indah,2.621640039086055,10008
KG21: Cochrane,AG16: Cempaka,3.3882893138867205,14124
KG21: Cochrane,AG17: Cahaya,3.841134281046574,6070
KG21: Cochrane,AG18: Ampang,4.55380852672016,16066
KG21: Cochrane,KG04: Kwasa Damansara,17.43358709911959,2822
KG21: Cochrane,KG05: Kwasa Sentral,18.059044379955807,6843
KG21: Cochrane,KG06: Kota Damansara,16.133369340612028,4921
KG21: Cochrane,KG07: Surian,14.445846438610376,7765
KG21: Cochrane,KG08: Mutiara Damansara,12.888911136087874,8349
KG21: Cochrane,KG09: Bandar Utama,11.689566451982573,11943
KG21: Cochrane,KG10: TTDI,10.268156420742045,7507
KG21: Cochrane,KG12: Phileo Damansara,8.94290698094743,7144
KG21: Cochrane,KG13: Pusat Bandar Damansara,6.776929688506568,9887
KG21: Cochrane,KG14: Semantan,6.691732579579707,8808
KG21: Cochrane,KG15: Muzium Negara,3.986858089316431,32818
KG21: Cochrane,KG16: Pasar Seni,3.2188252680281693,20802
KG21: Cochrane,KG17: Merdeka,2.5345160996281186,8586
KG21: Cochrane,KG20: Tun Razak Exchange,1.1092301377375033,144333
KG21: Cochrane,KG22: Maluri,1.1565014489399228,84478
KG21: Cochrane,KG23: Taman Pertama,2.364854728412176,17170
KG21: Cochrane,KG24: Taman Midah,3.311816007094264,20522
KG21: Cochrane,KG25: Taman Mutiara,5.041459609124207,38500
KG21: Cochrane,KG26: Taman Connaught,6.45796327226495,32814
KG21: Cochrane,KG27: Taman Suntex,8.16689290390368,29692
KG21: Cochrane,KG28: Sri Raya,9.606991606909586,15923
KG21: Cochrane,KG29: Bandar Tun Hussien Onn,11.046744571176733,21145
KG21: Cochrane,KG30: Batu 11 Cheras,11.611925793887552,14317
KG21: Cochrane,KG31: Bukit Dukung,12.982814168126508,15014
KG21: Cochrane,KG33: Sungai Jernih,16.148238208976434,15170
KG21: Cochrane,KG34: Stadium Kajang,16.913359390199364,12584
KG21: Cochrane,KG35: Kajang,18.28264046789722,42427
KG21: Cochrane,KJ10: KLCC,3.095230080960558,9478
KG21: Cochrane,KJ11: Kampung Baru,3.657872774057511,3234
KG21: Cochrane,KJ12: Dang Wangi,3.5522650884863656,1065
KG21: Cochrane,KJ13: Masjid Jamek,3.4572788007505793,1870
KG21: Cochrane,KJ14: Pasar Seni,3.2508012228104315,33631
KG21: Cochrane,KJ15: KL Sentral,4.0799216648968475,5297
KG21: Cochrane,KJ16: Bank Rakyat Bangsar,4.908889732576551,5603
KG21: Cochrane,KJ17: Abdullah Hukum,5.77538829320859,10211
KG21: Cochrane,KJ18: Kerinchi,6.338668329586704,3497
KG21: Cochrane,KJ19: Universiti,7.103482471068217,6795
KG21: Cochrane,KJ20: Taman Jaya,9.201507797160197,1921
KG21: Cochrane,KJ21: Asia Jaya,9.98304760927314,2028
KG21: Cochrane,KJ22: Taman Paramount,11.510114102322662,1878
KG21: Cochrane,KJ23: Taman Bahagia,12.468265636498222,1317
KG21: Cochrane,KJ24: Kelana Jaya,13.367590027939462,1188
KG21: Cochrane,KJ25: Lembah Subang,14.82829120271179,2273
KG21: Cochrane,KJ26: Ara Damansara,15.402201903268606,2710
KG21: Cochrane,KJ27: Cgc Glenmarie,15.292266281413207,2553
KG21: Cochrane,KJ28: Subang Jaya,15.900197786476598,2935
KG21: Cochrane,KJ29: SS 15,16.470717916005327,1910
KG21: Cochrane,KJ30: SS 18,16.873910064763184,373
KG21: Cochrane,KJ31: USJ 7,16.90552677274671,1052
KG21: Cochrane,KJ32: Taipan,17.488495200207844,941
KG21: Cochrane,KJ33: Wawasan,18.482076275072618,616
KG21: Cochrane,KJ34: USJ 21,19.41696489463998,614
KG21: Cochrane,KJ35: Alam Megah,20.726551230795675,1142
KG21: Cochrane,KJ36: Subang Alam,21.638520984277523,193
KG21: Cochrane,MR10: Chow Kit,4.710717435264947,486
KG21: Cochrane,MR11: Titiwangsa,5.393515267246313,1881
KG21: Cochrane,SP12: Cheras,2.450777772540653,4000
KG21: Cochrane,SP13: Salak Selatan,3.882137048849748,8019
KG21: Cochrane,SP14: Bandar Tun Razak,4.948690836306976,3697
KG21: Cochrane,SP15: Bandar Tasik Selatan,6.448419251631889,6926
KG21: Cochrane,SP16: Sungai Besi,7.847374713106821,130
KG21: Cochrane,SP17: Bukit Jalil,8.977385723759603,3227
KG21: Cochrane,SP18: Sri Petaling,8.88158933069044,1371
KG21: Cochrane,SP19: Awan Besar,9.780528620796918,2489
KG21: Cochrane,SP20: Muhibbah,10.325616199778128,2516
KG21: Cochrane,SP21: Alam Sutera,11.400985220717258,1529
KG21: Cochrane,SP22: Kinrara,12.652657486741626,1917
KG21: Cochrane,SP24: IOI Puchong Jaya,14.732817162583752,1416
KG21: Cochrane,SP25: Pusat Bandar Puchong,16.237029875463925,1297
KG21: Cochrane,SP26: Taman Perindustrian Puchong,17.24332816243652,413
KG21: Cochrane,SP27: Bandar Puteri,17.749203281723588,931
KG21: Cochrane,SP28: Puchong Perdana,19.08999405871643,1026
KG21: Cochrane,SP29: Puchong Prima,20.380264705748456,1481
KG21: Cochrane,SP31: Putra Heights,22.34838471245817,1664
KG22: Maluri,AG10: Pudu,2.159686676350239,13256
KG22: Maluri,AG11: Chan Sow Lin,1.4404158581426076,5773
KG22: Maluri,AG12: Miharja,1.1366126856817622,12057
KG22: Maluri,AG13: Maluri,0.06915069152003088,8698
KG22: Maluri,AG14: Pandan Jaya,1.450177480213272,21355
KG22: Maluri,AG15: Pandan Indah,2.4073786775150117,18789
KG22: Maluri,AG16: Cempaka,3.2375837609874254,31507
KG22: Maluri,AG17: Cahaya,3.7183754034818266,16643
KG22: Maluri,AG18: Ampang,4.650192499872935,23874
KG22: Maluri,KG04: Kwasa Damansara,18.252794659463532,3221
KG22: Maluri,KG05: Kwasa Sentral,18.83811956685398,9433
KG22: Maluri,KG06: Kota Damansara,16.816821235403204,7819
KG22: Maluri,KG07: Surian,15.14042369731991,15790
KG22: Maluri,KG08: Mutiara Damansara,13.645071974461025,13142
KG22: Maluri,KG09: Bandar Utama,12.39419884664847,26362
KG22: Maluri,KG10: TTDI,10.88897138889407,17971
KG22: Maluri,KG12: Phileo Damansara,9.500406035738727,11455
KG22: Maluri,KG13: Pusat Bandar Damansara,7.54081031177595,21056
KG22: Maluri,KG14: Semantan,7.557490355794822,22563
KG22: Maluri,KG15: Muzium Negara,4.744655425944616,87117
KG22: Maluri,KG16: Pasar Seni,4.13848378258073,30390
KG22: Maluri,KG17: Merdeka,3.51298556545685,12108
KG22: Maluri,KG20: Tun Razak Exchange,2.2544942356215034,158061
KG22: Maluri,KG21: Cochrane,1.1565014489399228,78786
KG22: Maluri,KG23: Taman Pertama,1.2437459543320477,36155
KG22: Maluri,KG24: Taman Midah,2.1806669378293613,38381
KG22: Maluri,KG25: Taman Mutiara,3.890835752061832,79424
KG22: Maluri,KG26: Taman Connaught,5.307326930851259,50929
KG22: Maluri,KG27: Taman Suntex,7.017195908116525,41767
KG22: Maluri,KG28: Sri Raya,8.461788923031584,22969
KG22: Maluri,KG29: Bandar Tun Hussien Onn,9.89320322334206,29366
KG22: Maluri,KG30: Batu 11 Cheras,10.455658404578708,22362
KG22: Maluri,KG31: Bukit Dukung,11.82859247924408,17245
KG22: Maluri,KG33: Sungai Jernih,14.993417558422642,13296
KG22: Maluri,KG34: Stadium Kajang,15.75872627493849,17681
KG22: Maluri,KG35: Kajang,17.128573153479596,43109
KG22: Maluri,KJ10: KLCC,4.244665238909726,13343
KG22: Maluri,KJ11: Kampung Baru,4.813823168940367,1700
KG22: Maluri,KJ12: Dang Wangi,4.6854492760152775,2457
KG22: Maluri,KJ13: Masjid Jamek,4.500980730368208,1601
KG22: Maluri,KJ14: Pasar Seni,4.17102812906618,27203
KG22: Maluri,KJ15: KL Sentral,4.767889707635463,7082
KG22: Maluri,KJ16: Bank Rakyat Bangsar,5.430283253286629,14837
KG22: Maluri,KJ17: Abdullah Hukum,6.121057126090049,27314
KG22: Maluri,KJ18: Kerinchi,6.638733685623238,11033
KG22: Maluri,KJ19: Universiti,7.41481901164348,8949
KG22: Maluri,KJ20: Taman Jaya,9.420710967044377,4236
KG22: Maluri,KJ21: Asia Jaya,10.23252434136201,5877
KG22: Maluri,KJ22: Taman Paramount,11.804424410966943,3016
KG22: Maluri,KJ23: Taman Bahagia,12.842798914811375,2426
KG22: Maluri,KJ24: Kelana Jaya,13.768935160469338,2572
KG22: Maluri,KJ25: Lembah Subang,15.240187252202894,2564
KG22: Maluri,KJ26: Ara Damansara,15.791915858907538,3124
KG22: Maluri,KJ27: Cgc Glenmarie,15.56712934733002,3732
KG22: Maluri,KJ28: Subang Jaya,16.102915444384497,4842
KG22: Maluri,KJ29: SS 15,16.61477444364627,3320
KG22: Maluri,KJ30: SS 18,16.95578491419588,629
KG22: Maluri,KJ31: USJ 7,16.88302545635296,1523
KG22: Maluri,KJ32: Taipan,17.429064783599454,1638
KG22: Maluri,KJ33: Wawasan,18.35096742246766,929
KG22: Maluri,KJ34: USJ 21,19.28220461771825,489
KG22: Maluri,KJ35: Alam Megah,20.59126691187411,1312
KG22: Maluri,KJ36: Subang Alam,21.435493552948746,279
KG22: Maluri,MR10: Chow Kit,5.858893579369939,850
KG22: Maluri,MR11: Titiwangsa,6.54488764772593,799
KG22: Maluri,SP12: Cheras,1.946904110190593,8939
KG22: Maluri,SP13: Salak Selatan,3.3825549907815007,12034
KG22: Maluri,SP14: Bandar Tun Razak,4.151480814361648,5009
KG22: Maluri,SP15: Bandar Tasik Selatan,5.604676877247883,8125
KG22: Maluri,SP16: Sungai Besi,6.99960902863597,442
KG22: Maluri,SP17: Bukit Jalil,8.28408763530711,5327
KG22: Maluri,SP18: Sri Petaling,8.261876059680747,1621
KG22: Maluri,SP19: Awan Besar,9.336231964166855,3849
KG22: Maluri,SP20: Muhibbah,9.955083499027106,2428
KG22: Maluri,SP21: Alam Sutera,11.0218444810579,2071
KG22: Maluri,SP22: Kinrara,12.332425676173168,2986
KG22: Maluri,SP24: IOI Puchong Jaya,14.536084401117314,2314
KG22: Maluri,SP25: Pusat Bandar Puchong,15.971050275557127,1690
KG22: Maluri,SP26: Taman Perindustrian Puchong,16.932417432135527,907
KG22: Maluri,SP27: Bandar Puteri,17.412327817059868,905
KG22: Maluri,SP28: Puchong Perdana,18.746345632717155,1227
KG22: Maluri,SP29: Puchong Prima,20.037551259384664,2306
KG22: Maluri,SP31: Putra Heights,22.074109359917482,2075
KG23: Taman Pertama,AG10: Pudu,3.1471605153450253,2302
KG23: Taman Pertama,AG11: Chan Sow Lin,2.3060960240495434,383
KG23: Taman Pertama,AG12: Miharja,1.579162067444948,1303
KG23: Taman Pertama,AG13: Maluri,1.21685508997538,1276
KG23: Taman Pertama,AG14: Pandan Jaya,2.235955320479295,1069
KG23: Taman Pertama,AG15: Pandan Indah,3.102191262110189,716
KG23: Taman Pertama,AG16: Cempaka,3.8840860747164005,687
KG23: Taman Pertama,AG17: Cahaya,4.347946779207235,571
KG23: Taman Pertama,AG18: Ampang,5.407526773510392,1314
KG23: Taman Pertama,KG04: Kwasa Damansara,18.84405784515318,752
KG23: Taman Pertama,KG05: Kwasa Sentral,19.376311016741376,1224
KG23: Taman Pertama,KG06: Kota Damansara,17.24410583320684,1255
KG23: Taman Pertama,KG07: Surian,15.58909045017345,3432
KG23: Taman Pertama,KG08: Mutiara Damansara,14.176938985012828,3463
KG23: Taman Pertama,KG09: Bandar Utama,12.872210435992633,5929
KG23: Taman Pertama,KG10: TTDI,11.282261655150204,4684
KG23: Taman Pertama,KG12: Phileo Damansara,9.838772376390528,2796
KG23: Taman Pertama,KG13: Pusat Bandar Damansara,8.145029355557115,4608
KG23: Taman Pertama,KG14: Semantan,8.279786147469784,4606
KG23: Taman Pertama,KG15: Muzium Negara,5.419247940542777,18000
KG23: Taman Pertama,KG16: Pasar Seni,5.002954002867736,8492
KG23: Taman Pertama,KG17: Merdeka,4.461494121737385,5496
KG23: Taman Pertama,KG20: Tun Razak Exchange,3.4739192231537444,31247
KG23: Taman Pertama,KG21: Cochrane,2.364854728412176,15521
KG23: Taman Pertama,KG22: Maluri,1.2437459543320477,27428
KG23: Taman Pertama,KG24: Taman Midah,0.9472782334046208,11840
KG23: Taman Pertama,KG25: Taman Mutiara,2.6944954027909027,15938
KG23: Taman Pertama,KG26: Taman Connaught,4.1072172362386254,11063
KG23: Taman Pertama,KG27: Taman Suntex,5.929307513079221,4631
KG23: Taman Pertama,KG28: Sri Raya,7.389792268089294,2208
KG23: Taman Pertama,KG29: Bandar Tun Hussien Onn,8.772075027173035,2596
KG23: Taman Pertama,KG30: Batu 11 Cheras,9.304599895699985,2603
KG23: Taman Pertama,KG31: Bukit Dukung,10.63819530720114,2325
KG23: Taman Pertama,KG33: Sungai Jernih,13.805475211243843,1697
KG23: Taman Pertama,KG34: Stadium Kajang,14.569428886879036,2559
KG23: Taman Pertama,KG35: Kajang,15.935892806810779,4803
KG23: Taman Pertama,KJ10: KLCC,5.458490314307127,3104
KG23: Taman Pertama,KJ11: Kampung Baru,5.989940127945196,250
KG23: Taman Pertama,KJ12: Dang Wangi,5.79837820266179,742
KG23: Taman Pertama,KJ13: Masjid Jamek,5.490504182720894,788
KG23: Taman Pertama,KJ14: Pasar Seni,5.034846955309812,6697
KG23: Taman Pertama,KJ15: KL Sentral,5.370068260695606,917
KG23: Taman Pertama,KJ16: Bank Rakyat Bangsar,5.83082399317715,3285
KG23: Taman Pertama,KJ17: Abdullah Hukum,6.307980039459576,7261
KG23: Taman Pertama,KJ18: Kerinchi,6.75857142896057,2712
KG23: Taman Pertama,KJ19: Universiti,7.523855224332313,1166
KG23: Taman Pertama,KJ20: Taman Jaya,9.387552689123462,1379
KG23: Taman Pertama,KJ21: Asia Jaya,10.219703960320375,1547
KG23: Taman Pertama,KJ22: Taman Paramount,11.821307238310297,363
KG23: Taman Pertama,KJ23: Taman Bahagia,12.938250334010936,525
KG23: Taman Pertama,KJ24: Kelana Jaya,13.886746167364178,327
KG23: Taman Pertama,KJ25: Lembah Subang,15.359766435995793,425
KG23: Taman Pertama,KJ26: Ara Damansara,15.883269321394287,386
KG23: Taman Pertama,KJ27: Cgc Glenmarie,15.532393457258522,514
KG23: Taman Pertama,KJ28: Subang Jaya,15.986281035297909,964
KG23: Taman Pertama,KJ29: SS 15,16.432015253669153,463
KG23: Taman Pertama,KJ30: SS 18,16.704879979711453,30
KG23: Taman Pertama,KJ31: USJ 7,16.52275554508804,222
KG23: Taman Pertama,KJ32: Taipan,17.02788023194209,193
KG23: Taman Pertama,KJ33: Wawasan,17.872392492506634,100
KG23: Taman Pertama,KJ34: USJ 21,18.79640047934014,98
KG23: Taman Pertama,KJ35: Alam Megah,20.10053573351947,50
KG23: Taman Pertama,KJ36: Subang Alam,20.874420616132994,15
KG23: Taman Pertama,MR10: Chow Kit,6.998983475897457,220
KG23: Taman Pertama,MR11: Titiwangsa,7.693072822886519,55
KG23: Taman Pertama,SP12: Cheras,1.686906384842476,271
KG23: Taman Pertama,SP13: Salak Selatan,2.820338453447917,701
KG23: Taman Pertama,SP14: Bandar Tun Razak,3.169756687599424,157
KG23: Taman Pertama,SP15: Bandar Tasik Selatan,4.535947375328181,816
KG23: Taman Pertama,SP16: Sungai Besi,5.9100209346556705,4
KG23: Taman Pertama,SP17: Bukit Jalil,7.323075926859995,592
KG23: Taman Pertama,SP18: Sri Petaling,7.371864873868144,64
KG23: Taman Pertama,SP19: Awan Besar,8.606702976897438,490
KG23: Taman Pertama,SP20: Muhibbah,9.292415848861015,173
KG23: Taman Pertama,SP21: Alam Sutera,10.339180664178723,181
KG23: Taman Pertama,SP22: Kinrara,11.697296295456173,309
KG23: Taman Pertama,SP24: IOI Puchong Jaya,14.009879211634749,214
KG23: Taman Pertama,SP25: Pusat Bandar Puchong,15.367469499636469,270
KG23: Taman Pertama,SP26: Taman Perindustrian Puchong,16.280247809932664,303
KG23: Taman Pertama,SP27: Bandar Puteri,16.73296965817143,98
KG23: Taman Pertama,SP28: Puchong Perdana,18.05578352812294,212
KG23: Taman Pertama,SP29: Puchong Prima,19.344004223661337,117
KG23: Taman Pertama,SP31: Putra Heights,21.44133748890803,85
KG24: Taman Midah,AG10: Pudu,4.056070739554183,3080
KG24: Taman Midah,AG11: Chan Sow Lin,3.203533405183616,965
KG24: Taman Midah,AG12: Miharja,2.421029944025013,719
KG24: Taman Midah,AG13: Maluri,2.158570203795403,2215
KG24: Taman Midah,AG14: Pandan Jaya,2.9527860882147343,1435
KG24: Taman Midah,AG15: Pandan Indah,3.703152605782234,728
KG24: Taman Midah,AG16: Cempaka,4.412619984974442,1381
KG24: Taman Midah,AG17: Cahaya,4.8456935285847145,968
KG24: Taman Midah,AG18: Ampang,5.95995156677289,1968
KG24: Taman Midah,KG04: Kwasa Damansara,19.482408655265125,912
KG24: Taman Midah,KG05: Kwasa Sentral,19.980518729169145,2048
KG24: Taman Midah,KG06: Kota Damansara,17.781770031217057,2239
KG24: Taman Midah,KG07: Surian,16.145094214951584,4438
KG24: Taman Midah,KG08: Mutiara Damansara,14.789709701358895,4650
KG24: Taman Midah,KG09: Bandar Utama,13.456382821554202,8628
KG24: Taman Midah,KG10: TTDI,11.821040308748719,5756
KG24: Taman Midah,KG12: Phileo Damansara,10.352516236192779,3725
KG24: Taman Midah,KG13: Pusat Bandar Damansara,8.83176231243581,4999
KG24: Taman Midah,KG14: Semantan,9.029294453566177,7616
KG24: Taman Midah,KG15: Muzium Negara,6.1732590280316595,19867
KG24: Taman Midah,KG16: Pasar Seni,5.847127406796441,8803
KG24: Taman Midah,KG17: Merdeka,5.343183905470622,5451
KG24: Taman Midah,KG20: Tun Razak Exchange,4.420679630509227,33508
KG24: Taman Midah,KG21: Cochrane,3.311816007094264,18045
KG24: Taman Midah,KG22: Maluri,2.1806669378293613,29865
KG24: Taman Midah,KG23: Taman Pertama,0.9472782334046208,10825
KG24: Taman Midah,KG25: Taman Mutiara,1.7610480969346745,29513
KG24: Taman Midah,KG26: Taman Connaught,3.1669123683834037,12213
KG24: Taman Midah,KG27: Taman Suntex,5.053143517434013,10103
KG24: Taman Midah,KG28: Sri Raya,6.518237066127165,5505
KG24: Taman Midah,KG29: Bandar Tun Hussien Onn,7.8663954664750335,5829
KG24: Taman Midah,KG30: Batu 11 Cheras,8.381958072361718,6036
KG24: Taman Midah,KG31: Bukit Dukung,9.697674715444776,6086
KG24: Taman Midah,KG33: Sungai Jernih,12.865196171625275,3623
KG24: Taman Midah,KG34: Stadium Kajang,13.628597068388052,5269
KG24: Taman Midah,KG35: Kajang,14.993854610548308,11287
KG24: Taman Midah,KJ10: KLCC,6.405764999392701,4551
KG24: Taman Midah,KJ11: Kampung Baru,6.933186943338923,537
KG24: Taman Midah,KJ12: Dang Wangi,6.726715087771064,664
KG24: Taman Midah,KJ13: Masjid Jamek,6.379176633782365,1255
KG24: Taman Midah,KJ14: Pasar Seni,5.878406236031785,9827
KG24: Taman Midah,KJ15: KL Sentral,6.08915291712159,1485
KG24: Taman Midah,KJ16: Bank Rakyat Bangsar,6.432648311741509,3438
KG24: Taman Midah,KJ17: Abdullah Hukum,6.770411580664417,8952
KG24: Taman Midah,KJ18: Kerinchi,7.168280599046171,2641
KG24: Taman Midah,KJ19: Universiti,7.913194369563698,1725
KG24: Taman Midah,KJ20: Taman Jaya,9.65299164380839,1319
KG24: Taman Midah,KJ21: Asia Jaya,10.491516282856162,1884
KG24: Taman Midah,KJ22: Taman Paramount,12.101814852720254,523
KG24: Taman Midah,KJ23: Taman Bahagia,13.26779638487017,477
KG24: Taman Midah,KJ24: Kelana Jaya,14.227132795373002,617
KG24: Taman Midah,KJ25: Lembah Subang,15.694997513284466,541
KG24: Taman Midah,KJ26: Ara Damansara,16.19648734430172,648
KG24: Taman Midah,KJ27: Cgc Glenmarie,15.755690783670582,1041
KG24: Taman Midah,KJ28: Subang Jaya,16.146766301854157,787
KG24: Taman Midah,KJ29: SS 15,16.54053182874089,677
KG24: Taman Midah,KJ30: SS 18,16.759646676093958,89
KG24: Taman Midah,KJ31: USJ 7,16.491483928171778,369
KG24: Taman Midah,KJ32: Taipan,16.96169297164914,144
KG24: Taman Midah,KJ33: Wawasan,17.739812968292192,135
KG24: Taman Midah,KJ34: USJ 21,18.65512797843015,112
KG24: Taman Midah,KJ35: Alam Megah,19.951808792148622,167
KG24: Taman Midah,KJ36: Subang Alam,20.664867746856874,24
KG24: Taman Midah,MR10: Chow Kit,7.933111171204749,106
KG24: Taman Midah,MR11: Titiwangsa,8.628767542578716,190
KG24: Taman Midah,SP12: Cheras,2.193132848724197,545
KG24: Taman Midah,SP13: Salak Selatan,2.8989482349538984,437
KG24: Taman Midah,SP14: Bandar Tun Razak,2.7477036429879087,381
KG24: Taman Midah,SP15: Bandar Tasik Selatan,3.9348940911348866,618
KG24: Taman Midah,SP16: Sungai Besi,5.255371815106574,62
KG24: Taman Midah,SP17: Bukit Jalil,6.804520682517754,881
KG24: Taman Midah,SP18: Sri Petaling,6.929299469828798,191
KG24: Taman Midah,SP19: Awan Besar,8.308386811096698,443
KG24: Taman Midah,SP20: Muhibbah,9.048647182003197,140
KG24: Taman Midah,SP21: Alam Sutera,10.067413280208237,212
KG24: Taman Midah,SP22: Kinrara,11.458274108098736,237
KG24: Taman Midah,SP24: IOI Puchong Jaya,13.852238076023093,354
KG24: Taman Midah,SP25: Pusat Bandar Puchong,15.137444304399793,247
KG24: Taman Midah,SP26: Taman Perindustrian Puchong,16.004435934939547,319
KG24: Taman Midah,SP27: Bandar Puteri,16.431659444100802,80
KG24: Taman Midah,SP28: Puchong Perdana,17.74072490493372,104
KG24: Taman Midah,SP29: Puchong Prima,19.023119849332396,205
KG24: Taman Midah,SP31: Putra Heights,21.16921337039543,338
KG25: Taman Mutiara,AG10: Pudu,5.816206293936003,8251
KG25: Taman Mutiara,AG11: Chan Sow Lin,4.962358338108053,1590
KG25: Taman Mutiara,AG12: Miharja,4.168246584711975,2226
KG25: Taman Mutiara,AG13: Maluri,3.877968150339211,4486
KG25: Taman Mutiara,AG14: Pandan Jaya,4.356011328436577,3707
KG25: Taman Mutiara,AG15: Pandan Indah,4.89362474240506,2211
KG25: Taman Mutiara,AG16: Cempaka,5.444056014695218,4268
KG25: Taman Mutiara,AG17: Cahaya,5.8005096672783845,2932
KG25: Taman Mutiara,AG18: Ampang,6.94660916273651,4452
KG25: Taman Mutiara,KG04: Kwasa Damansara,20.95836065013741,761
KG25: Taman Mutiara,KG05: Kwasa Sentral,21.41032618731498,2043
KG25: Taman Mutiara,KG06: Kota Damansara,19.126772672404062,2920
KG25: Taman Mutiara,KG07: Surian,17.520890296772926,7192
KG25: Taman Mutiara,KG08: Mutiara Damansara,16.245290678078746,4859
KG25: Taman Mutiara,KG09: Bandar Utama,14.880719955390827,11830
KG25: Taman Mutiara,KG10: TTDI,13.195776920524642,6390
KG25: Taman Mutiara,KG12: Phileo Damansara,11.7063871636017,3497
KG25: Taman Mutiara,KG13: Pusat Bandar Damansara,10.4042217260399,7163
KG25: Taman Mutiara,KG14: Semantan,10.665620914131429,6253
KG25: Taman Mutiara,KG15: Muzium Negara,7.83065937259516,22326
KG25: Taman Mutiara,KG16: Pasar Seni,7.575284889168437,15102
KG25: Taman Mutiara,KG17: Merdeka,7.0933227622135435,9813
